t,roll,seg1,seg2,load1,load2,imu1_qw,imu1_qx,imu1_qy,imu1_qz,imu2_qw,imu2_qx,imu2_qy,imu2_qz,mp1x,mp1y,mp1z,mq1x,mq1y,mq1z,mq1w,mp2x,mp2y,mp2z,mq2x,mq2y,mq2z,mq2w,mp3x,mp3y,mp3z,mq3x,mq3y,mq3z,mq3w,mp4x,mp4y,mp4z,mq4x,mq4y,mq4z,mq4w,mp5x,mp5y,mp5z,mq5x,mq5y,mq5z,mq5w,mp6x,mp6y,mp6z,mq6x,mq6y,mq6z,mq6w,mp7x,mp7y,mp7z,mq7x,mq7y,mq7z,mq7w,mp8x,mp8y,mp8z,mq8x,mq8y,mq8z,mq8w,mp9x,mp9y,mp9z,mq9x,mq9y,mq9z,mq9w,mp10x,mp10y,mp10z,mq10x,mq10y,mq10z,mq10w,mp11x,mp11y,mp11z,mq11x,mq11y,mq11z,mq11w,mp12x,mp12y,mp12z,mq12x,mq12y,mq12z,mq12w
3.596,179.78,80.79,19.87,336.250,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346797,0.357141,-0.045459,-0.17818024,-0.68463009,-0.17686617,0.68428927,-0.366797,0.357103,-0.065459,-0.17818024,-0.68463009,-0.17686617,0.68428927,-0.386797,0.357064,-0.085459,-0.17818024,-0.68463009,-0.17686617,0.68428927,-0.333688,0.349728,-0.109445,0.25105572,0.96797216,-0.00092919,0.00024100,-0.336209,0.340007,-0.109426,0.25105572,0.96797216,-0.00092919,0.00024100,-0.338730,0.330287,-0.109408,0.25105572,0.96797216,-0.00092919,0.00024100,-0.298730,0.330456,-0.021408,-0.00092919,-0.00024100,-0.25105572,0.96797216,-0.336209,0.340176,-0.021426,-0.00092919,-0.00024100,-0.25105572,0.96797216,-0.373688,0.349897,-0.021445,-0.00092919,-0.00024100,-0.25105572,0.96797216,-0.285621,0.323042,-0.085394,0.17686617,0.68428927,-0.17818024,0.68463009,-0.305621,0.323081,-0.065394,0.17686617,0.68428927,-0.17818024,0.68463009,-0.325621,0.323119,-0.045394,0.17686617,0.68428927,-0.17818024,0.68463009
3.661,179.87,80.79,19.87,338.940,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346797,0.357126,-0.045271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.366797,0.357103,-0.065271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.386797,0.357080,-0.085271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.333688,0.349763,-0.109263,0.25105580,0.96797245,-0.00054907,0.00014241,-0.336209,0.340042,-0.109252,0.25105580,0.96797245,-0.00054907,0.00014241,-0.338730,0.330322,-0.109241,0.25105580,0.96797245,-0.00054907,0.00014241,-0.298730,0.330421,-0.021241,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.336209,0.340142,-0.021252,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.373688,0.349863,-0.021263,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.285621,0.323058,-0.085233,0.17713501,0.68435919,-0.17791150,0.68456058,-0.305621,0.323081,-0.065233,0.17713501,0.68435919,-0.17791150,0.68456058,-0.325621,0.323104,-0.045233,0.17713501,0.68435919,-0.17791150,0.68456058
3.712,179.87,80.88,19.96,338.940,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.347081,0.356956,-0.045271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.367081,0.356933,-0.065271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.387081,0.356910,-0.085271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.333972,0.349593,-0.109263,0.25105580,0.96797245,-0.00054907,0.00014241,-0.336493,0.339872,-0.109252,0.25105580,0.96797245,-0.00054907,0.00014241,-0.339015,0.330151,-0.109241,0.25105580,0.96797245,-0.00054907,0.00014241,-0.299015,0.330251,-0.021241,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.336493,0.339972,-0.021252,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.373972,0.349692,-0.021263,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.285905,0.322888,-0.085232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.305905,0.322911,-0.065232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.325905,0.322934,-0.045232,0.17713501,0.68435919,-0.17791150,0.68456058
3.767,179.87,80.79,19.96,333.560,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.818,179.87,80.79,19.96,338.940,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.859,179.87,80.79,19.96,352.390,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.911,179.87,80.79,19.96,349.700,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.973,179.87,80.79,19.96,293.210,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
4.046,179.87,80.88,19.96,252.860,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.347081,0.356956,-0.045271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.367081,0.356933,-0.065271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.387081,0.356910,-0.085271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.333972,0.349593,-0.109263,0.25105580,0.96797245,-0.00054907,0.00014241,-0.336493,0.339872,-0.109252,0.25105580,0.96797245,-0.00054907,0.00014241,-0.339015,0.330151,-0.109241,0.25105580,0.96797245,-0.00054907,0.00014241,-0.299015,0.330251,-0.021241,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.336493,0.339972,-0.021252,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.373972,0.349692,-0.021263,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.285905,0.322888,-0.085232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.305905,0.322911,-0.065232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.325905,0.322934,-0.045232,0.17713501,0.68435919,-0.17791150,0.68456058
4.109,179.87,81.23,19.96,285.140,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.348172,0.355509,-0.045269,-0.17582042,-0.68509841,-0.17504331,0.68489939,-0.368172,0.355487,-0.065269,-0.17582042,-0.68509841,-0.17504331,0.68489939,-0.388172,0.355464,-0.085269,-0.17582042,-0.68509841,-0.17504331,0.68489939,-0.335019,0.348226,-0.109261,0.24809813,0.96873474,-0.00054950,0.00014073,-0.337481,0.338613,-0.109250,0.24809813,0.96873474,-0.00054950,0.00014073,-0.339943,0.328999,-0.109239,0.24809813,0.96873474,-0.00054950,0.00014073,-0.299943,0.329099,-0.021239,-0.00054950,-0.00014073,-0.24809813,0.96873474,-0.337481,0.338713,-0.021250,-0.00054950,-0.00014073,-0.24809813,0.96873474,-0.375019,0.348326,-0.021261,-0.00054950,-0.00014073,-0.24809813,0.96873474,-0.286789,0.321816,-0.085231,0.17504331,0.68489939,-0.17582042,0.68509841,-0.306789,0.321839,-0.065231,0.17504331,0.68489939,-0.17582042,0.68509841,-0.326789,0.321861,-0.045231,0.17504331,0.68489939,-0.17582042,0.68509841
4.171,179.87,82.02,19.96,341.630,0.000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.350604,0.352224,-0.045266,-0.17109455,-0.68628888,-0.17031609,0.68609522,-0.370604,0.352201,-0.065266,-0.17109455,-0.68628888,-0.17031609,0.68609522,-0.390604,0.352178,-0.085266,-0.17109455,-0.68628888,-0.17031609,0.68609522,-0.337353,0.345123,-0.109258,0.24141378,0.97042211,-0.00055045,0.00013694,-0.339684,0.335752,-0.109247,0.24141378,0.97042211,-0.00055045,0.00013694,-0.342015,0.326381,-0.109236,0.24141378,0.97042211,-0.00055045,0.00013694,-0.302015,0.326481,-0.021236,-0.00055045,-0.00013694,-0.24141378,0.97042211,-0.339684,0.335852,-0.021247,-0.00055045,-0.00013694,-0.24141378,0.97042211,-0.377353,0.345223,-0.021258,-0.00055045,-0.00013694,-0.24141378,0.97042211,-0.288764,0.319380,-0.085228,0.17031609,0.68609522,-0.17109455,0.68628888,-0.308764,0.319403,-0.065228,0.17031609,0.68609522,-0.17109455,0.68628888,-0.328764,0.319426,-0.045228,0.17031609,0.68609522,-0.17109455,0.68628888
4.237,179.87,83.43,19.96,365.840,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.354844,0.346291,-0.045259,-0.16263970,-0.68833254,-0.16185892,0.68814848,-0.374844,0.346269,-0.065259,-0.16263970,-0.68833254,-0.16185892,0.68814848,-0.394844,0.346246,-0.085259,-0.16263970,-0.68833254,-0.16185892,0.68814848,-0.341423,0.339519,-0.109251,0.22945518,0.97331906,-0.00055210,0.00013015,-0.343529,0.330585,-0.109241,0.22945518,0.97331906,-0.00055210,0.00013015,-0.345635,0.321652,-0.109231,0.22945518,0.97331906,-0.00055210,0.00013015,-0.305635,0.321752,-0.021231,-0.00055210,-0.00013015,-0.22945518,0.97331906,-0.343529,0.330685,-0.021241,-0.00055210,-0.00013015,-0.22945518,0.97331906,-0.381423,0.339618,-0.021251,-0.00055210,-0.00013015,-0.22945518,0.97331906,-0.292215,0.314979,-0.085223,0.16185892,0.68814848,-0.16263970,0.68833254,-0.312215,0.315002,-0.065223,0.16185892,0.68814848,-0.16263970,0.68833254,-0.332215,0.315025,-0.045224,0.16185892,0.68814848,-0.16263970,0.68833254
4.294,179.87,85.27,19.87,320.110,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.360159,0.338221,-0.045250,-0.15102709,-0.69096089,-0.15024332,0.69078999,-0.380159,0.338198,-0.065250,-0.15102709,-0.69096089,-0.15024332,0.69078999,-0.400159,0.338175,-0.085250,-0.15102709,-0.69096089,-0.15024332,0.69078999,-0.346521,0.331904,-0.109243,0.21303035,0.97704542,-0.00055421,0.00012084,-0.348336,0.323578,-0.109233,0.21303035,0.97704542,-0.00055421,0.00012084,-0.350151,0.315253,-0.109224,0.21303035,0.97704542,-0.00055421,0.00012084,-0.310151,0.315353,-0.021224,-0.00055421,-0.00012084,-0.21303035,0.97704542,-0.348336,0.323678,-0.021233,-0.00055421,-0.00012084,-0.21303035,0.97704542,-0.386521,0.332004,-0.021243,-0.00055421,-0.00012084,-0.21303035,0.97704542,-0.296513,0.309036,-0.085217,0.15024332,0.69078999,-0.15102709,0.69096089,-0.316513,0.309058,-0.065217,0.15024332,0.69078999,-0.15102709,0.69096089,-0.336513,0.309081,-0.045217,0.15024332,0.69078999,-0.15102709,0.69096089
4.355,179.87,87.56,19.96,390.050,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.366496,0.328432,-0.045239,-0.13773786,-0.69371784,-0.13695095,0.69356202,-0.386496,0.328410,-0.065239,-0.13773786,-0.69371784,-0.13695095,0.69356202,-0.406496,0.328387,-0.085239,-0.13773786,-0.69371784,-0.13695095,0.69356202,-0.352628,0.322644,-0.109232,0.19423432,0.98095500,-0.00055643,0.00011018,-0.354137,0.315022,-0.109224,0.19423432,0.98095500,-0.00055643,0.00011018,-0.355646,0.307401,-0.109215,0.19423432,0.98095500,-0.00055643,0.00011018,-0.315646,0.307501,-0.021215,-0.00055643,-0.00011018,-0.19423432,0.98095500,-0.354137,0.315122,-0.021224,-0.00055643,-0.00011018,-0.19423432,0.98095500,-0.392628,0.322744,-0.021232,-0.00055643,-0.00011018,-0.19423432,0.98095500,-0.301778,0.301712,-0.085208,0.13695095,0.69356202,-0.13773786,0.69371784,-0.321778,0.301735,-0.065208,0.13695095,0.69356202,-0.13773786,0.69371784,-0.341778,0.301758,-0.045208,0.13695095,0.69356202,-0.13773786,0.69371784
4.408,179.87,89.58,19.96,435.780,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.371770,0.319454,-0.045229,-0.12549110,-0.69602408,-0.12470157,0.69588216,-0.391770,0.319431,-0.065229,-0.12549110,-0.69602408,-0.12470157,0.69588216,-0.411770,0.319408,-0.085229,-0.12549110,-0.69602408,-0.12470157,0.69588216,-0.357709,0.314158,-0.109223,0.17691293,0.98422634,-0.00055828,0.00010035,-0.358961,0.307193,-0.109215,0.17691293,0.98422634,-0.00055828,0.00010035,-0.360212,0.300228,-0.109207,0.17691293,0.98422634,-0.00055828,0.00010035,-0.320212,0.300328,-0.021207,-0.00055828,-0.00010035,-0.17691293,0.98422634,-0.358961,0.307293,-0.021215,-0.00055828,-0.00010035,-0.17691293,0.98422634,-0.397709,0.314257,-0.021223,-0.00055828,-0.00010035,-0.17691293,0.98422634,-0.306151,0.295031,-0.085201,0.12470157,0.69588216,-0.12549110,0.69602408,-0.326151,0.295054,-0.065201,0.12470157,0.69588216,-0.12549110,0.69602408,-0.346151,0.295077,-0.045201,0.12470157,0.69588216,-0.12549110,0.69602408
4.459,179.87,91.78,19.96,419.640,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.377188,0.309508,-0.045217,-0.11210882,-0.69828976,-0.11131671,0.69816303,-0.397188,0.309485,-0.065217,-0.11210882,-0.69828976,-0.11131671,0.69816303,-0.417188,0.309462,-0.085217,-0.11210882,-0.69828976,-0.11131671,0.69816303,-0.362937,0.304755,-0.109212,0.15798570,0.98744124,-0.00056011,0.00008961,-0.363935,0.298515,-0.109205,0.15798570,0.98744124,-0.00056011,0.00008961,-0.364933,0.292275,-0.109198,0.15798570,0.98744124,-0.00056011,0.00008961,-0.324933,0.292375,-0.021198,-0.00056011,-0.00008961,-0.15798570,0.98744124,-0.363935,0.298615,-0.021205,-0.00056011,-0.00008961,-0.15798570,0.98744124,-0.402937,0.304855,-0.021212,-0.00056011,-0.00008961,-0.15798570,0.98744124,-0.310682,0.287622,-0.085192,0.11131671,0.69816303,-0.11210882,0.69828976,-0.330682,0.287645,-0.065192,0.11131671,0.69816303,-0.11210882,0.69828976,-0.350682,0.287668,-0.045192,0.11131671,0.69816303,-0.11210882,0.69828976
4.508,179.87,94.15,19.87,395.430,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.382590,0.298417,-0.045205,-0.09709629,-0.70051838,-0.09630164,0.70040867,-0.402590,0.298394,-0.065205,-0.09709629,-0.70051838,-0.09630164,0.70040867,-0.422590,0.298371,-0.085205,-0.09709629,-0.70051838,-0.09630164,0.70040867,-0.368151,0.294280,-0.109200,0.13675298,0.99060502,-0.00056190,0.00007757,-0.368899,0.288861,-0.109194,0.13675298,0.99060502,-0.00056190,0.00007757,-0.369647,0.283443,-0.109188,0.13675298,0.99060502,-0.00056190,0.00007757,-0.329647,0.283543,-0.021188,-0.00056190,-0.00007757,-0.13675298,0.99060502,-0.368899,0.288961,-0.021194,-0.00056190,-0.00007757,-0.13675298,0.99060502,-0.408151,0.294380,-0.021200,-0.00056190,-0.00007757,-0.13675298,0.99060502,-0.315208,0.279406,-0.085183,0.09630164,0.70040867,-0.09709629,0.70051838,-0.335208,0.279429,-0.065183,0.09630164,0.70040867,-0.09709629,0.70051838,-0.355208,0.279451,-0.045183,0.09630164,0.70040867,-0.09709629,0.70051838
4.553,179.87,96.62,19.96,373.910,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.387887,0.287073,-0.045192,-0.08252931,-0.70236728,-0.08173255,0.70227410,-0.407887,0.287050,-0.065192,-0.08252931,-0.70236728,-0.08173255,0.70227410,-0.427887,0.287027,-0.085192,-0.08252931,-0.70236728,-0.08173255,0.70227410,-0.373292,0.283539,-0.109188,0.11615068,0.99323144,-0.00056339,0.00006588,-0.373831,0.278924,-0.109183,0.11615068,0.99323144,-0.00056339,0.00006588,-0.374371,0.274310,-0.109177,0.11615068,0.99323144,-0.00056339,0.00006588,-0.334371,0.274410,-0.021177,-0.00056339,-0.00006588,-0.11615068,0.99323144,-0.373831,0.279024,-0.021183,-0.00056339,-0.00006588,-0.11615068,0.99323144,-0.413292,0.283639,-0.021188,-0.00056339,-0.00006588,-0.11615068,0.99323144,-0.319776,0.270876,-0.085173,0.08173255,0.70227410,-0.08252931,0.70236728,-0.339776,0.270899,-0.065173,0.08173255,0.70227410,-0.08252931,0.70236728,-0.359776,0.270922,-0.045173,0.08173255,0.70227410,-0.08252931,0.70236728
4.605,179.87,99.43,19.87,419.640,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.393245,0.273550,-0.045176,-0.06473214,-0.70421058,-0.06393328,0.70413759,-0.413245,0.273528,-0.065176,-0.06473214,-0.70421058,-0.06393328,0.70413759,-0.433245,0.273505,-0.085176,-0.06473214,-0.70421058,-0.06393328,0.70413759,-0.378494,0.270760,-0.109173,0.09098019,0.99585254,-0.00056488,0.00005161,-0.378825,0.267136,-0.109169,0.09098019,0.99585254,-0.00056488,0.00005161,-0.379156,0.263512,-0.109165,0.09098019,0.99585254,-0.00056488,0.00005161,-0.339156,0.263611,-0.021165,-0.00056488,-0.00005161,-0.09098019,0.99585254,-0.378825,0.267235,-0.021169,-0.00056488,-0.00005161,-0.09098019,0.99585254,-0.418494,0.270860,-0.021173,-0.00056488,-0.00005161,-0.09098019,0.99585254,-0.324404,0.260821,-0.085162,0.06393328,0.70413759,-0.06473214,0.70421058,-0.344404,0.260843,-0.065162,0.06393328,0.70413759,-0.06473214,0.70421058,-0.364404,0.260866,-0.045162,0.06393328,0.70413759,-0.06473214,0.70421058
4.647,179.87,102.51,19.96,446.540,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.398583,0.258907,-0.045160,-0.04633936,-0.70563887,-0.04553887,0.70558675,-0.418583,0.258884,-0.065160,-0.04633936,-0.70563887,-0.04553887,0.70558675,-0.438583,0.258861,-0.085160,-0.04633936,-0.70563887,-0.04553887,0.70558675,-0.383709,0.256889,-0.109158,0.06496771,0.99788721,-0.00056603,0.00003685,-0.383878,0.254296,-0.109155,0.06496771,0.99788721,-0.00056603,0.00003685,-0.384047,0.251703,-0.109152,0.06496771,0.99788721,-0.00056603,0.00003685,-0.344047,0.251803,-0.021152,-0.00056603,-0.00003685,-0.06496771,0.99788721,-0.383878,0.254396,-0.021155,-0.00056603,-0.00003685,-0.06496771,0.99788721,-0.423709,0.256989,-0.021158,-0.00056603,-0.00003685,-0.06496771,0.99788721,-0.329174,0.249785,-0.085150,0.04553887,0.70558675,-0.04633936,0.70563887,-0.349174,0.249808,-0.065150,0.04553887,0.70558675,-0.04633936,0.70563887,-0.369174,0.249831,-0.045150,0.04553887,0.70558675,-0.04633936,0.70563887
4.698,179.87,105.85,19.96,459.990,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.403489,0.242603,-0.045141,-0.02575685,-0.70666629,-0.02495518,0.70663752,-0.423489,0.242580,-0.065141,-0.02575685,-0.70666629,-0.02495518,0.70663752,-0.443489,0.242557,-0.085141,-0.02575685,-0.70666629,-0.02495518,0.70663752,-0.388527,0.241455,-0.109140,0.03585882,0.99935670,-0.00056687,0.00002034,-0.388579,0.240022,-0.109138,0.03585882,0.99935670,-0.00056687,0.00002034,-0.388630,0.238588,-0.109137,0.03585882,0.99935670,-0.00056687,0.00002034,-0.348630,0.238688,-0.021137,-0.00056687,-0.00002034,-0.03585882,0.99935670,-0.388579,0.240122,-0.021139,-0.00056687,-0.00002034,-0.03585882,0.99935670,-0.428527,0.241555,-0.021140,-0.00056687,-0.00002034,-0.03585882,0.99935670,-0.333669,0.237540,-0.085136,0.02495518,0.70663752,-0.02575685,0.70666629,-0.353669,0.237563,-0.065136,0.02495518,0.70663752,-0.02575685,0.70666629,-0.373669,0.237586,-0.045136,0.02495518,0.70663752,-0.02575685,0.70666629
4.739,179.87,109.27,19.96,503.030,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.407630,0.225720,-0.045122,-0.00465882,-0.70709626,-0.00385665,0.70709143,-0.427630,0.225697,-0.065122,-0.00465882,-0.70709626,-0.00385665,0.70709143,-0.447630,0.225675,-0.085122,-0.00465882,-0.70709626,-0.00385665,0.70709143,-0.392631,0.225467,-0.109122,0.00602135,0.99998171,-0.00056722,0.00000342,-0.392633,0.225226,-0.109122,0.00602135,0.99998171,-0.00056722,0.00000342,-0.392634,0.224985,-0.109121,0.00602135,0.99998171,-0.00056722,0.00000342,-0.352634,0.225085,-0.021121,-0.00056722,-0.00000342,-0.00602135,0.99998171,-0.392633,0.225326,-0.021122,-0.00056722,-0.00000342,-0.00602135,0.99998171,-0.432631,0.225567,-0.021122,-0.00056722,-0.00000342,-0.00602135,0.99998171,-0.337635,0.224832,-0.085121,0.00385665,0.70709143,-0.00465882,0.70709626,-0.357635,0.224854,-0.065121,0.00385665,0.70709143,-0.00465882,0.70709626,-0.377635,0.224877,-0.045121,0.00385665,0.70709143,-0.00465882,0.70709626
